type,handle,platform,name,tier,followers,audience,contact,contactMethod,source,sourceAgency,creatorClass,recentBrandPosts,er,posts,rate,avgViews,avgGmv,gpm,retention,fee,commission,paymentTerms,proofLink,adCode,notes,stage
ugc,@somethingboutrenes,Instagram,Serene,Micro,10k,"UGC, Lifestyle, Beauty, Fashion, Mum",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,declined
ugc,@clarieacaciateo,Instagram,Claire,Micro,34k,"Fashion, Beauty, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,contacted
ugc,@leletheexplorerrr,Instagram,Phebe,Nano,6067,"Beauty, UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,contacted
ugc,@cheriechh,Instagram,Cherie,Nano,1630,"Beauty, UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,contacted
ugc,@crystalleehuiting_,Instagram,Crystal Lee,Micro,13k,"Beauty, UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,contacted
ugc,@gloriasoh,Instagram,Gloria,Nano,8752,"Beauty, UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,contacted
ugc,@kaylacys,Instagram,Kayla,Nano,2838,"Beauty, UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: VFL,contacted
ugc,@carriesim,Instagram,Carrie,Micro,10k,"Beauty, Fashion, Lifestyle, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@mamasinfinitylove,Instagram,Joyce,Micro,11k,"Lifestyle, Family, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@lryjewels,Instagram,Jewel,Micro,20.3k,"Mum, KOL, Lifestyle, Family",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@jaynejetplane,Instagram,Jayne,Micro,22k,"Lifestyle, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@camilla_mamajoanne,Instagram,Jo-Anne,Micro,31k,"Lifestyle, Family, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@jocinaaa,Instagram,Jocina,Micro,40k,"Fashion, Family, Mum, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@jaylenebaobao,Instagram,Jaylene,Micro,51k,"Family, Mum, KOL, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@limpeifen,Instagram,Peifen,Micro,65k,"Lifestyle, Mum, Others, Family",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@gracelsyy,Instagram,Grace,Micro,67k,"Beauty, Fashion, Family, Mum, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@yankaykay,Instagram,Kaykay,Macro,107k,"Fashion, Family, Lifestyle, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@debxrahkwek,Instagram,Deborah,Macro,107k,"Lifestyle, KOL, Family, Mum",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@saffronsharpe,Instagram,Saffron,Macro,207k,"Fashion, Beauty, Lifestyle, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@itsajoannatheng,Instagram,Joanna,Micro,65.9k,"KOL, Family, Mum",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@heylookitsdionne,Instagram,Dionne,Nano,2886,"UGC, Lifestyle, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@kylolizy,Instagram,Lizy,Micro,93.5k,"Beauty, Fashion, Family, Mum, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@shennyyang,Instagram,Shenny,Micro,35k,"KOL, Lifestyle, Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@may_6reen,Instagram,Meilani,Macro,134k,"Beauty, Sports, Lifestyle, Mum, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@sliceofwhit,Instagram,Whitney,Micro,13.1k,"Beauty, Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@whenmomprays,Instagram,Whenmomprays,Nano,7807,"UGC, Mum, Family, Beauty",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@g.ella__,Instagram,Ella,Micro,11k,"Fashion, Beauty, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@tinajamieloh,Instagram,Jamie,Micro,21k,"Mum, Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@heyitsfel,Instagram,Felyn,Nano,6300,"Beauty, Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: not into slimming",declined
ugc,@pinkiekittyloves,Instagram,Pinkie,Micro,10k,"Beauty, Lifestyle, Family",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@isabelchungx,Instagram,Isabel,Nano,4902,"Beauty, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@zoniaraymond,Instagram,Zonia,Micro,41.4k,"KOL, Mum, Lifestyle, Family",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@jenjenbelle,Instagram,Jennifer,Micro,12k,"Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@utasong,Instagram,Krystal Tay,Micro,17k,"Beauty, Fashion, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: paid collabs only, asked her for her rate card",declined
ugc,@jaejaepeanut,Instagram,Jaedyn,Nano,4925,"Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@shannie.mollie,Instagram,Shannen,Micro,11k,"Mum, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@charlotte.kiew,Instagram,Charlotte K,Micro,23k,"Lifestyle, UGC, Mum",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@sherry_walkmydreams,Instagram,Sherry,Micro,21k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@missysharont,Instagram,Sharon,Micro,30k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@wantingw,Instagram,Wanting,Micro,33k,"Beauty, Fashion, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@janekarmendra,Instagram,Jane,Micro,41k,"Beauty, Fashion, Lifestyle, Family, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: Chi-Indo; worked with her before, maybe can consider again? - 1.5 years ago",
ugc,@oliviakayd,Instagram,Olivia,Nano,3229,"UGC, Lifestyle, Fashion",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: Indo (Bali) based",
ugc,@yesyurinkirana,Instagram,Yurini,Nano,1360,"UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: Chi-Indo",
ugc,@djellenn,Instagram,Ellen,Micro,87k,"UGC, Mum, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: Chi-Indo | $1.2k/reel",
ugc,@lucy.rezel,Instagram,Lucy,Micro,36k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@gabvalentina,Instagram,Gab,Nano,5115,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@gabriellaglady,Instagram,Gabrielle,Macro,185k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@vi.widjaja,Instagram,Vi,Micro,14k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@vemasse_,Instagram,,Micro,25k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@graceglazee,Instagram,Grace Glaze,Macro,252k,"KOL, Mum, Lifestyle, Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@_rachelallison_,Instagram,Rachel Allison,Micro,33k,"Beauty, Fashion, Family",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: Chi-Indo",
ugc,@savoirsam,Instagram,Samantha Cheok,Micro,22k,"Beauty, Lifestyle, Mum",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@linyuhsinx,Instagram,Yuhsin,Micro,40k,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@mathildaaaa,Instagram,Mathilda,Macro,111k,"Beauty, Lifestyle, KOL",,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@myfunfoodiary,Instagram,Fun Food Diary,Macro,129k,"Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: Chi-Indo (not based in SG but not sure if she visits often)",
ugc,@n3fn3f,Instagram,,,,,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@iamivyloh_,Instagram,Ivy,Nano,8855,UGC,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@jolene.wx,Instagram,Jolene,Nano,5693,UGC,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@phoebe.chew,Instagram,Phoebe,Nano,7647,UGC,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@alisontan_,Instagram,Alison,Micro,15.9k,UGC,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,contacted
ugc,@ysannnnelee,Instagram,Ysanne,Nano,1782,UGC,,,,,Creator,,,,,,,,,,,,,,Outreach batch: DR,
ugc,@joannestitch,Instagram,Joanne Stitch,Nano,4865,UGC,,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: 26 Nov, 3pm DH - Heartland Mall",negotiating
ugc,@alenangsy,Instagram,Alena,Micro,22500,UGC,,,,,Creator,,,,,,,,,,,,,,"Outreach batch: DR
Response: 30 Nov, 5pm DH - Heartland Mall",negotiating
ugc,@jasminevmw,Instagram,Jasmine V,Micro,20k,"Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Name: Jasmine Vanessa Meidy W; Contact: +62818336776 (on whatsapp); Preferred Outlet: Ngee ann; Preferred Date and Time: Sunday 28 Sep / 11.30am
Outlet: Orchard; 30 Oct: Follow up on first draft by 6 Nov; 19 Nov: Posted, pending her stats
Performance (1 month): Completed - pending payment",negotiating
ugc,@doris.is.me,Instagram,Doris,Nano,5725,"UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Doris tan 90882953 Orchard 28 September 3pm
Outlet: Tiong Bahru
Performance (1 month): Paid",negotiating
ugc,@sugarbunnypixie,Instagram,Amanda Wong,,,Others,,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Name: Amanda Wong; Contact: 82227039; Preferred Outlet: Ngee Ann city; Preferred Date and Time: 29 Sep afternoon maybe 2pm
Outlet: Orchard; Last Session left",negotiating
ugc,@junerosettes,Instagram,June,Micro,98k,"Beauty, Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: June 97624467 Ngee ann city 27th sept, 5pm
Outlet: Orchard; 4 Nov: follow up on first draft by 10 Nov; 15 Nov: 2nd follow up; 25 Nov: 3rd follow up",negotiating
ugc,@rachaelwong,Instagram,Rachael,Micro,20k,"Beauty, Fashion, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: cannot visit before 30 sep
Outlet: check with her again for dec",contacted
ugc,@ractjee,Instagram,Rachel Teo,,,Others,,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Rachel Teo 98790212 29 Sep 6.30pm Tiong bahru
Outlet: Tiong Bahru
Performance (1 month): Paid",negotiating
ugc,@sweeti3belbell3,Instagram,Sherlene,Nano,2035,"Fashion, Lifestyle, Family, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Sherlene Lee 92223689 29 Sep 7.30pm Tiong Bahru
Outlet: Tiong Bahru; Multiple follow-ups sent, want to drag until Dec",negotiating
ugc,@lwt_livingwithtaste,Instagram,Weiting,Nano,2531,"Family, UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@tiannelyt,Instagram,Tianne,Micro,30k,"Fashion, Beauty, Sports, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@poppikyo,Instagram,Siqin,Nano,4238,"UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Siqin 86688763 30 Sep 2pm NEX
Outlet: NEX; 25 Nov: Pending 2nd draft approval and posting",negotiating
ugc,@bycharlenechong,Instagram,Charlene,Nano,7053,"Fashion, Family, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Charlene Chong 96496973
Outlet: Orchard
Performance (1 month): Paid",negotiating
ugc,@thiriiii_,Instagram,Kate,Micro,21k,"Beauty, Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@_xslw_,Instagram,Wadi,Micro,25k,"UGC, Lifestyle, Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@anna_en,Instagram,Anna,Macro,187k,"KOL, Lifestyle, Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,
ugc,@nahchella,Instagram,Kelly,Micro,35k,"UGC, Lifestyle, Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@stellaqian_,Instagram,Stella,Nano,4.9k,"UGC, Lifestyle, Family, Mum",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@shiela_matias,Instagram,Shiela,Micro,12k,"UGC, Lifestyle, Family, Mum",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Shiela Matias 87781549
Outlet: Novena Square 18 October 6.30pm; 4 Nov: Follow up on first draft by 10 Nov",negotiating
ugc,@joyhavefan,Instagram,Joycelyn,Nano,5.4k,"UGC, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Joycelyn Tan 97421732
Outlet: Shift to November's campaign instead",negotiating
ugc,@heyrebelly,Instagram,Isabely,Nano,6.6k,"Sports, Lifestyle",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: isabel yeow 81815780 23rddeltahc.isabel@gmail.com
Outlet: Tiong Bahru; 15 Nov 2pm",negotiating
ugc,@eun.nice,Instagram,Eunice,Nano,6.9k,"UGC, Beauty, Fashion",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@celleybub,Instagram,Celeste,Nano,1.5k,"Beauty, Fashion, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: celeste low, 93686707 email : celleybub@gmail.com
Outlet: Clementi 23 Oct 10:30am; 4 Nov: Follow up on first draft by 17 Nov",negotiating
ugc,@ruiyinng_,Instagram,Ruiying,Nano,3.5k,"Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@ariyakult,Instagram,Ariel,Nano,5.1k,"Beauty, Fashion, Lifestyle, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@cvlxty,Instagram,Lotte,Nano,2k,"Beauty, Fashion, Lifestyle",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@Agnes_arissa,Instagram,Agnes,Nano,6k,"Beauty, Lifestyle, Family, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@Debzlin,Instagram,Debbie,Nano,2.2k,"Lifestyle, Family, Mum",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Response: Debbie Lin 97102500 contagiouspraise@gmail.com
Outlet: Novena Square 29 Oct, 5pm",negotiating
ugc,@Joanne.osw,Instagram,Joanne,Nano,1.8k,Lifestyle,,,,,Creator,,,,,,,,,,,,,,Outreach batch: LWM,contacted
ugc,@mabelicious12,Instagram,Mabel,Nano,2.2k,"Lifestyle, Mum, UGC",,,,,Creator,,,,,,,,,,,,,,"Outreach batch: LWM
Outlet: December campaign",contacted
